NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
2891353;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;559.8;518.3;554.5;455.6;BDEEAADDEACECEDDBECEDABEEACCDBBAADABEBCBEBBCE;AADBBCDEEABBEEDABCCCBADABDEADDAEBACEDCBABCADC;ECDCAEADECBBDDCEBDDABCBEDEBDDAABEBDEBDEECABAC;ABDCBEBACACADECCDEADAB*CABBEDADCDBACDBDEBDBEC;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;160;120;140;160;700
3442570;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;428.9;442.3;493.7;409.1;DEDABADDCABCEDEDACDCEBBABDEBAECEABBDBEDBCAECB;AADAECCAEACCADABDACEDECACADBAECECBCEECAABADDB;CABBECCDEDEE*EAACDCAACDABBDEEBABDCBDCDEEDEEBB;EBAEADDECBEDDABBCAAEDCDAAEEBADBCBECBDEBAEBBCD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;120;120;40;520
3657768;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;446.4;486.3;502.8;467.9;DABEACDCEDAEAABDBCEEDBBDCDBCBEABECEECCCDADAAB;AACBAEBADEABCEAADEDABBADCBDAEBCEAC*BEEABAACAA;BABECDBEEADADBDCEEAEDEAAEACBDBEDCADEEAAECBEAE;CBBEEEBDB*CBDEBDACECDABBBCAEADEADDCABDAEDCAEC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;4;0;0;0;0;0;0
670291;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;489.5;513.6;570.9;418.7;BCADCBAEDEEEDBDBBBAEBABDCECBEBDDACBBAECEABEAC;CDEAEBCCEC.DEEDDDBEEBDDABECACEACBBAEAECABCCEA;BDDACDAAECBCDDEEADEDBEBEDDBEEBBEEBCEEAEECECDC;ECABCDEBECECADEAACCEBCECC*DABAAEACDABBCCCDCAA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;120;120;120;600
3857143;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;503.6;505.4;489.5;388.5;ECDACBAEDBBEAEDCBADECADDBCAEADEBDBCDEADAAACCB;BADAEACAECBECBEBECCDEDAABECACEAEEACEADDBBCCEA;BCDCEBBDEBEDDDECBDAADEADBDCDEDACEBCCBEEEDADBC;BCDACCEDDCB*DACBCEBDBBABDACDDDEABACECB*EDEEEA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;120;120;0;480
3492877;2024;15105016;1508357;Vitória do Xingu;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2219968;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;382.5;501.1;550.1;501.3;DBDBEDECCDBCCEABDDEDAEBCDBAABADBACEACDCCACCBB;CACADCDCECDCDCADBDCDEDDACBDDDCDDAADBCBBCCDABD;EAABDDBAADEECCECCDECADEEBDCABDEEDCEDADDDDCECB;DABABDDDDADBDBBCEABECDEBDCCCAEBDACBDAAECCECCE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;160;140;120;180;740
1907645;2024;15200205;1500602;Altamira;15;PA;1;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;474.7;461.2;465;478.3;BCBBDCDECECEEBDECEBBADECCBABADCDECDBDEEECBBEC;ABAEACCDEEDACCAACBDABCCABCDDDECBCCCBEAEDBBCDA;CBCCBEDACAECEBDDADDBBCBABADDCBBBCDCCEDCEEBAEC;CCADBBCBAABCCADBACCBBCBCDCCCBDDCCBDCADBBDDBBC;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;140;140;100;620
401969;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;529.9;522.8;501.5;533.6;DAEEBCDCDCCBBCBDBBBDBDCEBDCBBDEAEABBAECECBAEB;ABDAAEEDAAACCECACBDCABCBDCDABBDBACCAEDEBDBAAB;ACBCDCDBCBCDEBDBCDCBDEABDCCDEACBACDEDDBBCBEAA;BBDDEEBCEDCACDDAACABACCCEDBBBBCBBADCEBCCBDBCE;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;100;120;0;460
765698;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;511.6;551.7;543.2;441.6;BCAEBBECDACEDBAEEDBDABCCEAECBACEADBADCBDBCEBC;CEDCBDDEABDCEDABECDABCEADBEADCBEAABEBECDCDAED;ABADCBDCBBEECDDABCDEADCEBCAEDCABDACDBEDEDCECD;ABCDEECBBBEBEDDACEBDEBACEDEBAECAECBAAABCADEBC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;180;140;160;180;800
1872862;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;440.6;534.1;514.1;464.9;DCECACEECCABECCDDDACEBCCADECBDCBABCBBEDEBBCDE;BDEAADEECABECCDDBBCDEEBDCADCEADBAEAABEEABBECA;BAEDACBCDAE*DDDDBDDBCDABBABEDBCDCDDADBCECAECD;ABDBEBCCAEBCEDDDCBECBADACBEDCDCACECADBCEDCDAC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;140;80;100;20;440
1660247;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;528.8;433.1;431.4;419.4;ECCDEABBCACEABBAEDBCCBACEADDBCBDEABECDAEBCAED;CABECABEDCABEADADCBEACADBDAEACBABACEBDACBAECB;DCBEADEAABDEEBDACDBABDBBADEBAEACBDEABCADEBADA;BADACEDBAECDEDEDBEABCAEBCDABECADECEDCABDCEACE;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;140;160;200;840
4151708;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;586.9;646.4;583.7;524.1;ECCDCACECEEDDCBAEEDCEDDECDBDBCBEEBACEDDEBBDDB;BECEBEBCDCCDDEABCBCBCAECEDABBAEAEEADDEBADACCE;BDBDCECBECCDDCBDEDCCEBEDBBDEABDCDADCCDEDADAEB;DCECBBEBBCACBBEEDECEEDCBDCEBAEADBBCDDCDDEADCE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;160;120;80;100;560
2793143;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;377.8;324.1;389.6;471.6;BDDAAAAECEBEAAACBDDCEACDEABEEAEBCADAECDABBCAB;ABEADCAEACBACBABABCDEDCBAEECBAAAABCBBCBBCBBCC;DEEBDBABBDABAACCAEBBCDABCEAABEACDEABAABEAEABC;EDBEACACEACDBACAAECDBAECADEBCACEDCBAABCADEBCA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;80;80;80;440
2822096;2024;15178145;1508357;Vitória do Xingu;15;PA;2;2;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
517385;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;380.1;439.3;492.3;530.1;EECCAEEBCEBDAACCABDAAACDCAACAABBACDBEDEDBAAAA;BEAACCACEACBAEEDEBBCEABCCAADEEDAEBEBAEBEBCBDE;BCBCBECBECDCACAEEDDCDBECEBDAAEDDDADAAADDAEBAA;DEDCACEBEBAACCDBADEEBDCAEAAECADDDBAECACAEBBDE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;180;140;100;20;560
2923779;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
888860;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1009563;2024;15107035;1504455;Medicilândia;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3475390;2024;15106250;1501725;Brasil Novo;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2219530;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;384.6;458.5;452.7;391.5;EABEBAEEACDBDEBADCBEDBCADDACEBBDEACEBBDBDCACE;AACEBCBCCBEDBCEADBBCAABCEAEBEBBEACDABADADDDAB;AEBDCEDBECBCDBCCECAAD*BEAAAEDBCCDBDADCBCAEADA;ECDCDABDACEBBDADCBEADAECDADCEBEADBCBEBDBCCADB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;40;80;80;0;280
877953;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;461.4;537.6;583.6;717.8;AACBDABAADEBBCAECBBCCDCACDDBAEEAECABCEDEBDDAC;CACBCEBCEEBBBEBBDECBCAECEDBBEACDEBADBDAABABDA;CAAACECBEAEDDCADEADCCEBDABDAADDDDADCABEBABEEB;CEBCBEEADCAECEDCBBCABDBCCDBCBBACDDCDDAEADDBCD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;160;160;200;880
1332425;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
304765;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1303076;2024;15106101;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;566.8;601.9;610.7;708.1;BDCBEBBEDB*EBEDDBEEEBAADDCCDCDDCBEBDDEDDCADCD;CEDBBCDDECEDEBDBCBDACADACECAEEECEACBADBAECECA;AACEADADECBBDAEEBDBECDAEDDCEDABDEBDDADEECCBDA;BABCCAACBDDBBCDEEDAACCDCCABBBECCDBBBADACDBEED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;160;140;160;140;760
1970603;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;546;607.4;539.3;692.7;EABACBDCCDACBBDAEBBDAAECCDBABAEBCAACACDDBADBC;BADEBDBDABDADEBBABCDDAECEDAEEAEACEADECDADACBC;CAAADECBEECDDABCACCBBAACEBDAABCBDABDBBECDDEEB;CECBBEEBCDABDCDABBCDBDBCCABEBBABCADCDBBCCEADD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;180;160;180;200;880
570248;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1386;1397;;;523.8;495.4;;;BCCAADAEBEEDCDAABDBDBECCACBAEBDEAEAABDEEDAECA;AAEEEDEEBADCEBCAEDABDEEACECDDCCDABADBDCEECEDC;;0;;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;;1;120;80;120;120;0;440
2556972;2024;15141179;1500602;Altamira;15;PA;4;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;519.1;582.6;573;537.6;AAADEEBCBACCEDBDEADDACCECCEBDCAAECDEEBCBDDCAC;AADCADDEBDEECEBADBBDBEBBBDCABCDBDECACDCEABECA;AAADACBECADEEBDDCDABDABDBCCDAADBABDEDDABCBECE;CBEEEAAD*BCACDDCEBCDCBDABCECBCDEDCEBEEBBDCCBB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;160;120;180;200;800
479582;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;530.6;394.1;502.9;435.1;BDBADCEECCBEBCEADCBDDBBBEDEAEECACABEEDABDCADC;EABBDBCECADDBEAEDBCABDDECBAAEEECAADBEACCABCEA;DBCDDCACADEECEACEEBDADDEACABCEEBACDDBCABDECAD;DBCDCEEDEBACBDACBACDBEADABEDCCAEBDCABECCDBAAE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;120;120;120;120;620
1117749;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2325913;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;454.6;414.7;531.8;438.3;EDEBEABEECECABEBCCADEACBADACAAAEBCCCAABBDBDAA;ACDBACBDBEEDDCAACEDCBCEDACDEAAEACCABEEDCBBCCA;EAAACECBECEDDBBDEBBCBBEEEBDBDBBCDADECEDDAACDD;CCBBDBEDBCAABABCABCAAAACAEDCBABDECBCBEDDBCDBB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;140;120;120;100;600
1760379;2024;15205401;1500602;Altamira;15;PA;4;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;430.1;447.6;345.7;384.7;EEABAAEBACEBCBAEEECABABEBCEBDEAABAEDAEEEBEDAA;BAAADACEBCBADCCBBBCCABBAEEABBADBCDABDADDDABAA;AAAEBBBDDDBEEBEADEDECEEAEEEEAAAEDABAAADEDEBCA;EDAEDEBBCECAEEEDBEEEAEAEADAEBADAECAEBAAEEECCD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;80;40;100;20;340
890665;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2776055;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;420.4;490.4;520.1;387.8;EDADBBCAEEABEDAAECECBABDBCBDACDEAAEBDACDEDCBA;DEBADCACEBCADCEBBCBEAABBEDADBAEACDADCAEABBDED;BBDCCECBEDEBDDACCBBABADECBDCBDEBDDAECBEDACEEB;CDABBCBEBDDCEBDAAEDECDDCDADBCDBACDEBDACBBDEAC;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;140;140;80;640
451577;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;408.5;496.7;528.9;375.8;DEBADBAEEBADDBACBBBEDAECCBEABDABDBDEEEEBABCAA;ACDBADBBCBEACDEADCCDABCCECDBEBCDAEDDDAEECAECB;AACCDCDDEACEEBDEBDDDCAEADCBEBBEDCCEEDDCBCBEEB;AAACEEBCD*DBBCBBDDCEEDEDCDBAAEACEABDEEEBABCDC;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;80;100;80;500
2413179;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;355.7;483.1;472.2;453;DDDBCEBDADEECEDAEAAAEAADDDADAADBDDBDACBEECDAC;DADBDBDACCCCCDACEEBEBBEACDEDEAADEAEEBABECCBAB;ADBBEABDBADEACDADEBDADEEADDDBAEBACDBACCDDDBCA;BCBACECBDADEBADEECAEADCDCACADDCEECBBDDDBECABC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;120;100;120;80;560
1603169;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;481.4;384;491.9;409.3;DCBDACECEBACDEBAEBDDDBACEEAEDAEBBDEDDCDEBCBDE;CBEDCADBBABDAEAAECEBDBDDBCECACCCACDCCADABBACC;BBAAEDDCBEEECDABEABBABBDACEEDDCBDAADDDEBDBBEC;CCBCEECDECBDCADBCADDBBBCDCCDCEABACBDBDBEACDCC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;120;120;140;80;560
1403984;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1385;1398;;;553.3;541;;;AABDEDDA.BBCEEADAAEEAEAADEDDEEBEEABECBABCEBAB;BEAAAAECBAEEDBDBDCCDADDEBCBEAEBBDADDDDCDDCECE;;0;;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;;4;0;0;0;0;0;0
1348256;2024;15109194;1507805;Senador José Porfírio;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3785778;2024;15169138;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;388.1;451;516.5;431.7;DABDDADDDCACBDCC*AACBAACEDAEDEEEACEADDBEBDBEC;CABDBDEBBCCCEDAA*AABACCCCBDAACABD.AAABCCBDABA;ADBBABDCAAEEDDDDEECAADDEBCBEAEABDEBDADBCDBECC;BBAEDCECEBBCBDAEABCDADBEAACAEBBDB.ABCD.BCBABE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;160;120;120;120;660
2180240;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;496.5;623.8;654.1;645.4;ECADBBADEBDACDEDAEDEBDBCDAEEBABAAEBBEBCBAADAA;DCDBACDAECEEEBDBEBEDCADECBCADEEEEDCDAEEAACEDA;AACEBDADECBBDBEEBDDEDCDEDDCADBBDEDCEBDEECCDDC;EACABDEBBDACBCCDEDEACCCCECBBBBACBBCBACABABCDA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;160;180;180;880
1021054;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2144367;2024;15583058;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;475.6;417.1;333.4;483.7;BCECADBDCEABCDABADCEACDEACDBEBCDBAECBCDDBCEEB;ABCDADBEDBACDBCEBDBCDBEACAABDCDACD*CDB*ECADAB;CDDAAECEBACBCBADBECAEDCDBCABCCBABDEBAEBDCEAAC;CDDACCDDBCEBBAECADBCEBCDACEBCDABDCABD*CABDEBC;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;160;200;160;880
1140126;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
